name,WKT,short_name
District Kashmore,"POLYGON ((68.9650029 28.4739722, 68.9644227 28.4629101, 68.9645091 28.4447993, 68.9641662 28.4299687, 68.9648959 28.4265154, 68.9651966 28.4159665, 68.9644797 28.3950764, 68.9668767 28.3850315, 68.9629432 28.3651665, 68.9612579 28.3488701, 68.9627342 28.3377855, 68.9625793 28.3099271, 68.9677754 28.2922107, 68.9592147 28.2929854, 68.9551186 28.2922534, 68.952681 28.279766, 68.9512369 28.2667158, 68.9609233 28.2664539, 68.9620351 28.2621318, 68.9610713 28.2571471, 68.9610869 28.2473768, 68.8486108 28.1838905, 68.9413823 28.0981023, 68.9337006 28.0935599, 68.9700532 28.0760341, 69.0358166 28.0458703, 69.0360248 28.0463315, 69.0457605 28.0512997, 69.136741 28.0316034, 69.1876388 28.1472293, 69.2500998 28.1664571, 69.2885519 28.2100322, 69.3544699 28.3358159, 69.3894816 28.3587799, 69.4148947 28.3865711, 69.4984911 28.4277667, 69.5882164 28.4221878, 69.6482872 28.4282933, 69.6695733 28.4774953, 69.6098211 28.482757, 69.6051708 28.4819756, 69.5993026 28.4838818, 69.5971781 28.4875428, 69.5974758 28.492828, 69.6007294 28.5028715, 69.5991658 28.5101353, 69.5884816 28.5162131, 69.5643584 28.5235344, 69.5160967 28.5303121, 69.4904809 28.52731, 69.4818227 28.5252241, 69.4730919 28.5216526, 69.4638729 28.5178242, 69.4560801 28.5152924, 69.4487374 28.511734, 69.4412663 28.5064243, 69.4345663 28.5042489, 69.4314691 28.5005004, 69.4256203 28.4990348, 69.4223484 28.496945, 69.418347 28.4955718, 69.4136071 28.4928389, 69.4092108 28.4914637, 69.4043665 28.4903726, 69.400535 28.4889148, 69.3967037 28.4882113, 69.3904144 28.4866532, 69.3852174 28.4862524, 69.3779137 28.4839415, 69.3610591 28.482542, 69.3438221 28.4851822, 69.3011073 28.4886427, 69.2740446 28.4840879, 69.2254137 28.4828005, 69.0993222 28.4771072, 69.0685571 28.4758673, 69.062657 28.475567, 69.0557269 28.4761718, 69.0313986 28.4752099, 69.0261247 28.4757554, 69.0010862 28.4758678, 68.9952353 28.4764641, 68.9892127 28.4760793, 68.9830039 28.476441, 68.9762801 28.4755194, 68.9654366 28.4756536, 68.9650029 28.4739722))",KSH
District Shikarpur,"POLYGON ((68.3292336 28.1257742, 68.3299203 28.0954916, 68.3155007 28.0161106, 68.3207364 27.9220541, 68.3251342 27.8823072, 68.3219527 27.8729069, 68.3165859 27.8584186, 68.3149549 27.8537354, 68.3103634 27.8466996, 68.3055298 27.8358859, 68.3024909 27.8287902, 68.301302 27.8265727, 68.3000166 27.8243267, 68.3015497 27.82561, 68.3049738 27.8272135, 68.3014159 27.8218375, 68.2968339 27.8151996, 68.3018764 27.8117269, 68.3049219 27.8114783, 68.3108228 27.8110232, 68.3173466 27.8105175, 68.333677 27.8080065, 68.3432042 27.8084245, 68.3473671 27.796049, 68.3487404 27.7817736, 68.3542335 27.7744834, 68.3614435 27.753825, 68.3652201 27.7270848, 68.3758632 27.726477, 68.3841657 27.7224825, 68.3913129 27.7188791, 68.3956771 27.7232517, 68.4006682 27.7248054, 68.4037577 27.7265899, 68.4074042 27.729097, 68.4095496 27.7306922, 68.4111382 27.7316248, 68.412975 27.7330934, 68.4133968 27.7315229, 68.4163615 27.7309978, 68.4232311 27.7291231, 68.4425005 27.7030427, 68.4523711 27.7042215, 68.463022 27.7054306, 68.4823994 27.7088312, 68.4877342 27.7114408, 68.4951228 27.7151435, 68.5064737 27.7148809, 68.5164318 27.6922457, 68.5235985 27.6878187, 68.5366863 27.679923, 68.5510216 27.6815863, 68.5589825 27.6835245, 68.5644956 27.6872193, 68.5788525 27.6969196, 68.5835502 27.7040908, 68.5864487 27.7066278, 68.5892153 27.7086502, 68.5922637 27.7120989, 68.5947703 27.714102, 68.6029665 27.7266365, 68.6062287 27.7325078, 68.6119369 27.7419849, 68.6032677 27.7552782, 68.6178828 27.7500559, 68.617026 27.7593139, 68.6224953 27.7635569, 68.6266144 27.768569, 68.6303299 27.7723767, 68.6405189 27.7708467, 68.6456692 27.7784408, 68.657171 27.7864908, 68.6710763 27.7890727, 68.686355 27.7965899, 68.6882435 27.8127614, 68.7385731 27.7765061, 68.7586933 27.7627488, 68.7606422 27.7652642, 68.7631042 27.7685042, 68.766983 27.7734681, 68.7671548 27.7761341, 68.767454 27.7792951, 68.7678809 27.7851614, 68.7688635 27.7962484, 68.772864 27.7985175, 68.7807747 27.8028801, 68.7873049 27.80639, 68.7932467 27.8091546, 68.8071518 27.8024742, 68.8213985 27.7959443, 68.8341549 27.7803296, 68.8416541 27.7704303, 68.8507698 27.7672952, 68.8521849 27.7854527, 68.8442634 27.7977774, 68.842572 27.80079, 68.8405825 27.8062306, 68.8377594 27.8147596, 68.8433191 27.822185, 68.8471595 27.8278592, 68.8511719 27.8331157, 68.8618094 27.8463002, 68.8705672 27.8569875, 68.876029 27.8633578, 68.879645 27.8675828, 68.8877877 27.8622502, 68.9028916 27.8523387, 68.9084841 27.8578702, 68.9144679 27.8592522, 68.9182119 27.8596461, 68.9279399 27.8605866, 68.9473965 27.8628449, 68.967018 27.8647976, 68.9757473 27.8656326, 68.9841657 27.8663791, 69.0006016 27.8676557, 69.0332598 27.8699374, 69.0343815 27.8954994, 69.0346849 27.9082425, 69.0348366 27.9148795, 69.0349768 27.9242079, 69.0349397 27.936303, 69.0349024 27.9568139, 69.0349948 28.001503, 69.0350409 28.0238476, 69.0351128 28.0409841, 69.0603811 28.0421943, 69.059214 28.0483463, 69.0528835 28.0497288, 69.0457766 28.051205, 69.0404961 28.0485377, 69.0362466 28.0463707, 69.0358166 28.0458703, 68.7956452 28.0475557, 68.804915 28.0860301, 68.7915251 28.1173744, 68.7875641 28.122063, 68.7186414 28.1027581, 68.6843087 28.105181, 68.6620873 28.097873, 68.6382467 28.0899887, 68.603207 28.0788319, 68.5990089 28.0773536, 68.5868522 28.0757593, 68.5783011 28.0756792, 68.5709726 28.0743492, 68.5611551 28.0715802, 68.5569431 28.0665932, 68.5460188 28.0633576, 68.4687524 28.1083627, 68.4301625 28.1312313, 68.3862257 28.1191128, 68.3563564 28.1222921, 68.3292336 28.1257742))",SHK
"District Umerkot ","POLYGON ((69.2153776 25.4689361, 69.2362374 25.4553079, 69.2604476 25.4478066, 69.2861444 25.4399228, 69.315888 25.4305059, 69.3416437 25.4174431, 69.3559252 25.4082176, 69.3934852 25.3836387, 69.3862755 25.3392753, 69.3924894 25.3146813, 69.4001283 25.285349, 69.4099647 25.2483261, 69.4217578 25.2438993, 69.4594378 25.2292255, 69.486572 25.218673, 69.5174597 25.2029015, 69.5434666 25.1901644, 69.5717974 25.1761435, 69.5792582 25.1616566, 69.5923904 25.1374936, 69.6057866 25.1107213, 69.6239763 25.0914852, 69.6412778 25.0720725, 69.641915 25.0893865, 69.6433377 25.1168445, 69.6550472 25.1458852, 69.6665486 25.1760279, 69.6821266 25.213834, 69.7003293 25.2417462, 69.7010527 25.2848834, 69.7017026 25.3143911, 69.7231972 25.3178624, 69.7489466 25.3215865, 69.7827241 25.3271133, 69.7873729 25.3389158, 69.7810037 25.3504268, 69.7842718 25.3750504, 69.8074835 25.3894541, 69.8244994 25.3976499, 69.8383623 25.4371273, 69.8440476 25.4687526, 69.8482512 25.5345113, 69.9431724 25.590474, 70.0063449 25.6003825, 70.0850689 25.6324286, 70.1752716 25.6851493, 70.221577 25.7161793, 70.254001 25.7479143, 70.2511976 25.755158, 70.2344634 25.7774474, 70.2276393 25.7864273, 70.222359 25.793552, 70.1973952 25.8152304, 70.1883317 25.8209002, 70.1742538 25.8283101, 70.1634735 25.8442686, 70.1517888 25.8614625, 70.1403982 25.8784827, 70.1060029 25.8585873, 70.0705863 25.8433703, 70.0503997 25.8315741, 69.9993132 25.8142327, 69.9618874 25.8009477, 69.9383375 25.7972767, 69.8739164 25.7729783, 69.8292842 25.7519531, 69.7853387 25.7006108, 69.7021306 25.6420041, 69.6568497 25.6386457, 69.6212297 25.6362469, 69.6020893 25.632223, 69.5786574 25.6275798, 69.5470715 25.6201504, 69.5127389 25.6052901, 69.4920157 25.5887561, 69.4700429 25.5937104, 69.4297322 25.624013, 69.4034811 25.6241646, 69.4015843 25.6171988, 69.3986284 25.6061793, 69.3917148 25.6045112, 69.3735175 25.5998613, 69.3431826 25.592092, 69.3294497 25.5821831, 69.2994086 25.5742859, 69.2656891 25.5540802, 69.2418554 25.5397126, 69.2204643 25.5271614, 69.2238779 25.5185296, 69.2221679 25.4998987, 69.2338408 25.4813047, 69.2153776 25.4689361))",UMK
District Matiari,"POLYGON ((68.4427397 25.6592302, 68.4294155 25.6532038, 68.416371 25.6344786, 68.367957 25.5982504, 68.3909675 25.5601611, 68.4031685 25.5349188, 68.4182866 25.5333386, 68.4260118 25.5327111, 68.4348099 25.5324317, 68.4425551 25.5321479, 68.4904486 25.5365623, 68.4938311 25.5574831, 68.496145 25.5703436, 68.5077721 25.573565, 68.5142663 25.5820881, 68.5541303 25.5910118, 68.5716341 25.5949533, 68.5884309 25.5987573, 68.6018801 25.6018907, 68.6186128 25.6057774, 68.5939565 25.6668223, 68.5786142 25.7050123, 68.553632 25.7384149, 68.5759032 25.7687307, 68.592692 25.8039907, 68.5254193 25.8412283, 68.5289216 25.8552128, 68.5336706 25.8713472, 68.511003 25.9062508, 68.4787091 25.928796, 68.4897045 25.9671557, 68.4599518 25.980039, 68.4437495 25.9860776, 68.4303393 25.9916869, 68.3694279 25.945473, 68.3722539 25.7981133, 68.3417769 25.7591614, 68.3127742 25.7150883, 68.3201537 25.7031322, 68.33441 25.6948351, 68.370981 25.688321, 68.4035854 25.6825402, 68.4264586 25.6811899, 68.4362837 25.6791204, 68.4444038 25.6621492, 68.4427397 25.6592302, 68.4424259 25.6586797, 68.4442226 25.6599008, 68.4427397 25.6592302, 68.4424259 25.6586797))",MTR
District Tando Allahyar,"POLYGON ((68.7655765 25.7180027, 68.7319308 25.6920241, 68.7017177 25.7043988, 68.6845511 25.6703647, 68.6323654 25.6227011, 68.6186128 25.6057774, 68.6001636 25.5730096, 68.6077168 25.5494704, 68.5898637 25.5339816, 68.5726973 25.5315032, 68.5562175 25.4862636, 68.5617109 25.4372864, 68.5668637 25.4202327, 68.5726973 25.3975941, 68.5891768 25.3648156, 68.5920925 25.3422552, 68.6104636 25.3107215, 68.6309789 25.3001872, 68.6487853 25.2903273, 68.6623084 25.3125857, 68.7131209 25.293652, 68.7392128 25.2843367, 68.7598134 25.2722316, 68.7962054 25.2489416, 68.867361 25.2560862, 68.915757 25.2584235, 68.9544295 25.2725061, 68.9803158 25.2931864, 69.0064903 25.3136713, 69.0125028 25.340205, 69.0205174 25.3773019, 69.0018597 25.4097684, 68.9836836 25.4414197, 68.9783547 25.447891, 68.9625498 25.4687517, 68.963923 25.4985046, 68.9687921 25.518799, 68.9746275 25.5237579, 68.9780617 25.5260799, 68.9807225 25.5303398, 68.9854435 25.5342896, 68.9759579 25.5423842, 68.9695833 25.5479177, 68.9722047 25.5534598, 68.9753802 25.5602354, 68.9782133 25.5663134, 68.981317 25.572851, 68.9862809 25.5838099, 68.9924186 25.5971643, 69.0111318 25.6370991, 68.9932782 25.6488616, 68.9754032 25.6653428, 68.9391788 25.6683598, 68.9183819 25.6734714, 68.8889048 25.68383, 68.8647003 25.6921838, 68.8365474 25.7003823, 68.8172781 25.7050278, 68.8027295 25.7113641, 68.7893397 25.7160041, 68.7765636 25.7198657, 68.7655765 25.7180027))",TAY
District Tando Muhammad Khan,"POLYGON ((68.5229934 25.1451117, 68.4939357 25.1382752, 68.4509861 25.1654165, 68.4068684 25.1742757, 68.3619291 25.1781788, 68.3758315 25.1333022, 68.3481961 25.1272123, 68.3250192 25.1457344, 68.3159351 25.1503521, 68.3107328 25.1476308, 68.2905201 25.1370934, 68.2641347 25.1328078, 68.2333334 25.1308191, 68.2217262 25.0912669, 68.23013 25.0691158, 68.2348347 25.048814, 68.2235591 25.0362653, 68.2097112 25.0227824, 68.1837099 24.9967253, 68.1788727 24.9918836, 68.163536 24.9832666, 68.1426796 24.971361, 68.1148386 24.9512595, 68.1138402 24.9215538, 68.0920691 24.9065415, 68.1193667 24.8908172, 68.1250313 24.872908, 68.1331846 24.8553562, 68.153666 24.7932079, 68.1421938 24.7650897, 68.1808447 24.7654307, 68.1850532 24.7655512, 68.1920914 24.7659025, 68.2129215 24.768208, 68.2220442 24.7669995, 68.2300234 24.7671621, 68.2436644 24.7650708, 68.2898239 24.7878452, 68.2911706 24.7475413, 68.3272195 24.7503474, 68.3420114 24.7513748, 68.3655274 24.753086, 68.3761415 24.7529961, 68.3874717 24.753782, 68.3951959 24.7551066, 68.4228339 24.7558034, 68.4328557 24.7564768, 68.4648069 24.7562792, 68.5082825 24.7556138, 68.5994758 24.8633141, 68.6206996 24.8619525, 68.6376326 24.8626106, 68.6498211 24.8640087, 68.6769745 24.8649147, 68.7052473 24.8685045, 68.7177488 24.8670556, 68.7301895 24.8691199, 68.7383092 24.8925914, 68.7519116 24.8914995, 68.7584345 24.8896375, 68.7647438 24.8880781, 68.787704 24.8865201, 68.8167994 24.8796714, 68.7852136 24.8983577, 68.7234153 24.9294951, 68.6700286 24.9825648, 68.6738051 25.021616, 68.6782685 25.067183, 68.6511457 25.1183307, 68.6554374 25.1733114, 68.6589564 25.2067046, 68.6598149 25.2142372, 68.6595147 25.2189353, 68.6603248 25.2236427, 68.6602448 25.22806, 68.657799 25.2355533, 68.6492573 25.2901135, 68.583888 25.3097197, 68.5374997 25.2303182, 68.5229934 25.1451117))",TMK
District Sujawal,"POLYGON ((68.1808447 24.7654307, 68.169835 24.7654803, 68.1421938 24.7650897, 68.1448584 24.7710136, 68.1483772 24.7809886, 68.153666 24.7932079, 68.1483772 24.8071692, 68.1415107 24.8280474, 68.1346443 24.8511028, 68.1250313 24.872908, 68.1195383 24.8903494, 68.1064928 24.8978239, 68.0934458 24.9052973, 68.0920691 24.9065415, 68.0810862 24.8654324, 68.0604869 24.872908, 68.0467541 24.9003148, 68.0247815 24.8741539, 68.0330213 24.8554642, 68.0055556 24.8405103, 67.9877029 24.8629404, 67.983583 24.8330327, 67.9602372 24.8081041, 67.9753434 24.7769364, 67.9494435 24.7554184, 67.9156055 24.7095872, 67.9004993 24.6571794, 67.8924313 24.6155181, 67.8745158 24.5259465, 67.8666822 24.50779, 67.8397315 24.443265, 67.8194755 24.4104431, 67.8150123 24.3969992, 67.8053994 24.3823031, 67.7830835 24.3697945, 67.7896067 24.3622887, 67.7710672 24.3547825, 67.7751871 24.3109877, 67.7774424 24.272271, 67.7916664 24.273046, 67.8119225 24.2740631, 67.8239386 24.2745326, 67.8405896 24.2760975, 67.857584 24.2770362, 67.8785265 24.2778187, 67.8977526 24.279227, 67.9125185 24.2793826, 67.9241883 24.2803225, 67.9365479 24.2811049, 67.9453025 24.2814179, 67.9588637 24.2817309, 67.9717384 24.2826695, 67.9801495 24.2840776, 67.9890757 24.2840775, 68.0052117 24.2847033, 68.0158547 24.2847035, 68.0275276 24.2853294, 68.0563665 24.2868941, 68.0721594 24.286894, 68.0879524 24.2890844, 68.1332707 24.290962, 68.1535269 24.2909623, 68.1816788 24.2934656, 68.2146376 24.295343, 68.2434764 24.2959691, 68.2824702 24.2982451, 68.3738634 24.3036203, 68.5133648 24.3411335, 68.4765921 24.4798281, 68.4683523 24.5148186, 68.457366 24.6284705, 68.4425185 24.6436452, 68.438813 24.6475393, 68.4365668 24.6497559, 68.4331624 24.6495349, 68.4314453 24.6496907, 68.4290137 24.6496779, 68.427068 24.649769, 68.4233488 24.650064, 68.4137641 24.6484433, 68.4008898 24.6471164, 68.3896815 24.6453391, 68.3795892 24.6446533, 68.3576021 24.6428895, 68.358833 24.6496907, 68.3610631 24.6596749, 68.3660424 24.6790166, 68.3566876 24.68479, 68.3454428 24.6927424, 68.3389203 24.712706, 68.3321957 24.7296087, 68.2961477 24.7441095, 68.2898239 24.7878452, 68.2431337 24.765714, 68.2129215 24.768208, 68.1955836 24.7658709, 68.1845354 24.764613, 68.1808447 24.7654307))",SJW
District Thatta,"POLYGON ((67.4129677 24.8413463, 67.4047279 24.7995906, 67.3951149 24.7946039, 67.3779488 24.7883703, 67.3415565 24.7871235, 67.3251994 24.7157089, 67.3197063 24.6782786, 67.3361858 24.6533189, 67.3334392 24.6158699, 67.3251994 24.583405, 67.3142131 24.51845, 67.3059734 24.3959434, 67.3471721 24.1956775, 67.3828759 24.0991628, 67.4323161 24.0377462, 67.4872478 23.9725115, 67.5916179 23.9449022, 67.6575359 23.9323506, 67.6547893 23.8745975, 67.7262004 23.8369185, 67.761906 23.8444552, 67.8168376 23.8394308, 67.8388103 23.9047328, 67.8909953 23.9700018, 67.9294475 23.934861, 67.9596599 23.889666, 68.0283244 23.8318938, 68.1381877 23.8394308, 68.215092 23.8645508, 68.2974895 23.8921773, 68.3634074 23.942392, 68.3988522 23.9701739, 68.3866425 24.0246948, 68.3881267 24.0628277, 68.4004856 24.0791269, 68.4170527 24.110674, 68.3626094 24.1394151, 68.2994383 24.1920384, 68.2884521 24.1544525, 68.1923223 24.1494403, 68.1936955 24.2145847, 68.1456306 24.2133322, 68.1566168 24.1895331, 68.1538702 24.1557055, 68.1318977 24.1619706, 68.1058053 24.1644765, 68.1016854 24.203312, 68.0577403 24.1983017, 68.0453808 24.171994, 68.0007491 24.1187357, 67.9969725 24.1005602, 67.9832397 24.0842626, 67.9622971 24.0949189, 67.9530274 24.1093349, 67.9490823 24.1353412, 67.9276217 24.1400417, 67.9142321 24.1290758, 67.8929462 24.1350288, 67.8836766 24.1212425, 67.8424781 24.1265692, 67.8229088 24.1369087, 67.8053994 24.1224958, 67.7745005 24.1657295, 67.7813669 24.2277348, 67.7710672 24.3547825, 67.7896067 24.3622887, 67.7830835 24.3697945, 67.8053994 24.3823031, 67.8150123 24.3969992, 67.8194755 24.4104431, 67.8397315 24.443265, 67.8745158 24.5259465, 67.8882488 24.5908976, 67.9004993 24.6571794, 67.9156055 24.7095872, 67.9494435 24.7554184, 67.9753434 24.7769364, 67.9602372 24.8081041, 67.983583 24.8330327, 67.9877029 24.8629404, 68.0055556 24.8405103, 68.0330213 24.8554642, 68.0247815 24.8741539, 68.0467541 24.9003148, 68.0604869 24.872908, 68.0810862 24.8654324, 68.0920691 24.9065415, 68.1138402 24.9215538, 68.1148386 24.9512595, 68.1426796 24.971361, 68.1232563 24.9875287, 68.1134685 24.9898531, 68.0695232 24.9973212, 68.0168291 25.0061975, 67.9624065 24.9898531, 67.9261919 24.9837933, 67.8635295 24.9674459, 67.8163286 24.9315011, 67.7564128 24.927601, 67.6707597 24.9190473, 67.6130815 24.9041011, 67.5911088 24.8717114, 67.544417 24.889153, 67.4584086 24.9064281, 67.4290605 24.9115744, 67.4129677 24.927306, 67.4153827 24.8971944, 67.4088478 24.8693832, 67.4129677 24.8413463))",THT
District Jamshoro,"POLYGON ((67.468613 26.1985386, 67.433961 26.2358189, 67.4193911 26.2484073, 67.3996989 26.2652882, 67.3762046 26.2807112, 67.3650584 26.2978222, 67.3411753 26.3219367, 67.3257147 26.3317698, 67.3082167 26.34286, 67.3071881 26.3414359, 67.3189685 26.3229464, 67.3365862 26.2961745, 67.3490039 26.266554, 67.3588815 26.2485242, 67.365324 26.2385768, 67.3710437 26.2253718, 67.3771912 26.2124746, 67.3834772 26.2036198, 67.3910759 26.1953015, 67.3975138 26.1881, 67.4018056 26.1801665, 67.4124048 26.1716172, 67.4197407 26.1625284, 67.4290134 26.1492178, 67.4381982 26.1359838, 67.4459862 26.1248879, 67.4500942 26.1136369, 67.4541586 26.1026941, 67.4550815 26.0818028, 67.4558326 26.0621837, 67.4532351 26.0538735, 67.4512069 26.0394817, 67.4490076 26.0304494, 67.4469266 26.0214071, 67.4421857 26.0131745, 67.4407047 25.9991339, 67.4393529 25.9885263, 67.4364354 25.9804264, 67.4337742 25.9674807, 67.4322293 25.9596959, 67.4316286 25.9520268, 67.4306417 25.9386754, 67.431114 25.9279096, 67.4347202 25.9156718, 67.4372954 25.9075456, 67.4395273 25.9000753, 67.4417374 25.8906553, 67.4432177 25.8843242, 67.4439466 25.873881, 67.4445686 25.8688138, 67.4446326 25.8633604, 67.4446101 25.8545135, 67.4443302 25.8466708, 67.4424199 25.8345612, 67.4391371 25.8143398, 67.4369082 25.8009782, 67.4288583 25.7857526, 67.4244051 25.7787966, 67.4192657 25.7717631, 67.3998298 25.7457531, 67.3878112 25.7182625, 67.3851505 25.706043, 67.3817183 25.690847, 67.3804754 25.678784, 67.3797444 25.668301, 67.374379 25.6559613, 67.3664388 25.6502751, 67.3587996 25.6446273, 67.3339127 25.6264428, 67.3111408 25.6104812, 67.2998 25.6024217, 67.2900056 25.5954838, 67.2838709 25.5832912, 67.2785097 25.5745045, 67.2793676 25.5645545, 67.2786916 25.5569276, 67.2773613 25.5527079, 67.2777986 25.5497847, 67.2774634 25.5454677, 67.2745616 25.5390017, 67.2637889 25.5278496, 67.2595407 25.5239962, 67.2559794 25.5223113, 67.2493703 25.5214987, 67.2433407 25.5197562, 67.2374829 25.5185556, 67.2339962 25.5193011, 67.229222 25.519814, 67.2210895 25.5230082, 67.2185138 25.5215357, 67.2165818 25.5197534, 67.216249 25.516921, 67.2127836 25.5099446, 67.2125475 25.5047446, 67.2146399 25.5013121, 67.2164319 25.4984606, 67.2164051 25.4935971, 67.216263 25.4919014, 67.2156918 25.490593, 67.2026405 25.4741265, 67.200233 25.4741248, 67.1885584 25.4686607, 67.1835809 25.4634692, 67.1788614 25.4525429, 67.1769712 25.4341338, 67.1736238 25.4242318, 67.1679166 25.420211, 67.1598929 25.4099883, 67.1586487 25.4034742, 67.1601402 25.393123, 67.1621465 25.3877339, 67.1654401 25.3723417, 67.1596358 25.3627651, 67.1616533 25.3506838, 67.1677901 25.3434115, 67.1640991 25.3260748, 67.1513943 25.3155999, 67.1439274 25.302603, 67.1401097 25.2868125, 67.1390494 25.2793601, 67.1383325 25.2722956, 67.1360836 25.2663164, 67.1351139 25.2494744, 67.1344969 25.2387059, 67.1380125 25.2239044, 67.1409699 25.2116259, 67.1433728 25.2012203, 67.1457465 25.1914611, 67.1548729 25.1901935, 67.1697287 25.188265, 67.1839348 25.186523, 67.1938526 25.1650082, 67.2031607 25.1442634, 67.2316995 25.1344811, 67.2597578 25.1412224, 67.2744381 25.1448109, 67.2859383 25.1475372, 67.295035 25.1328301, 67.3037966 25.1183178, 67.3170379 25.1088339, 67.33003 25.0995908, 67.3415565 25.091195, 67.3525479 25.0816316, 67.3606593 25.0708299, 67.3683357 25.0604874, 67.3736623 25.0458325, 67.3786401 25.0318702, 67.3801874 25.011651, 67.3813867 24.9939135, 67.3868798 24.9671502, 67.4000566 24.9470379, 67.4132293 24.927197, 67.4290605 24.9115744, 67.445048 24.9087326, 67.460391 24.9060837, 67.4758599 24.9028454, 67.4904269 24.8998782, 67.5173819 24.894483, 67.544417 24.889153, 67.5911088 24.8717114, 67.6012312 24.8865644, 67.6130815 24.9041011, 67.640456 24.9106241, 67.6707597 24.9190473, 67.7315237 24.9243221, 67.812976 24.9319507, 67.8635295 24.9674459, 67.8864468 24.973661, 67.9261919 24.9837933, 67.9624065 24.9898531, 68.0168291 25.0061975, 68.0951857 24.9948229, 68.1232563 24.9875287, 68.1322648 24.9792661, 68.1394745 24.9739756, 68.1439372 24.9736644, 68.1583566 24.9801974, 68.1788727 24.9918836, 68.1930318 25.0066471, 68.2067627 25.0201804, 68.2159469 25.0288911, 68.2251321 25.0372903, 68.2348347 25.048814, 68.23013 25.0691158, 68.2217262 25.0912669, 68.2268418 25.109798, 68.2333334 25.1308191, 68.2470086 25.1697525, 68.2410838 25.1865355, 68.2341271 25.2042508, 68.2020073 25.238747, 68.2941304 25.2880955, 68.2881254 25.3263079, 68.2813383 25.3582078, 68.2696659 25.4050437, 68.27791 25.4168334, 68.2739904 25.4321075, 68.2729144 25.4462968, 68.2700756 25.4579334, 68.2669903 25.4768456, 68.2792265 25.4913166, 68.2884727 25.5059322, 68.2962241 25.5153346, 68.3029459 25.5259762, 68.3028972 25.5421869, 68.3164695 25.5326669, 68.3215386 25.5275968, 68.3279804 25.5256245, 68.3536339 25.5297692, 68.3820392 25.5289593, 68.4031685 25.5349188, 68.398099 25.5463012, 68.3909675 25.5601611, 68.367957 25.5982504, 68.3768288 25.6063123, 68.3952567 25.6204836, 68.4048121 25.6259744, 68.416371 25.6344786, 68.4294155 25.6532038, 68.4423168 25.6575994, 68.4444038 25.6621492, 68.4396576 25.6707894, 68.4362837 25.6791204, 68.4282123 25.6815174, 68.4057251 25.6829918, 68.3704641 25.6875504, 68.3363781 25.6950544, 68.3338933 25.6940645, 68.3201537 25.7031322, 68.3122576 25.7143177, 68.3417769 25.7591614, 68.3722539 25.7981133, 68.3693387 25.8695481, 68.3674467 25.943686, 68.3203998 25.9701286, 68.3068417 25.9801593, 68.2858572 25.9949342, 68.266155 26.010092, 68.2508587 26.0221332, 68.2490706 26.0235303, 68.218625 26.0341975, 68.2162092 26.0516393, 68.2062377 26.0669233, 68.1901293 26.0752181, 68.1871517 26.0759651, 68.1582427 26.0856858, 68.126317 26.0792888, 68.0973312 26.102406, 68.0805219 26.1332982, 68.0618117 26.1414654, 68.0437871 26.1508653, 68.0227675 26.1541337, 68.0116473 26.1701429, 68.0011081 26.1725235, 67.9811982 26.1827505, 67.9248937 26.1943033, 67.9131428 26.219594, 67.9036075 26.2617108, 67.8982875 26.2883759, 67.889531 26.3199247, 67.8891796 26.3267993, 67.8950253 26.3354013, 67.9080752 26.3590105, 67.9308667 26.3961324, 67.9354661 26.4356151, 67.9351235 26.4466814, 67.9354261 26.4708054, 67.938144 26.4760416, 67.9350397 26.5022982, 67.9386215 26.5138419, 67.9373973 26.5364451, 67.928351 26.5710578, 67.8896754 26.5422809, 67.8780518 26.5411968, 67.863804 26.5410432, 67.855098 26.5390916, 67.8495667 26.5388704, 67.8336266 26.5375616, 67.828228 26.538625, 67.820161 26.5387422, 67.8118574 26.5374868, 67.8038788 26.5358642, 67.7962363 26.5342617, 67.7835333 26.5322651, 67.767069 26.5296739, 67.7365961 26.5149257, 67.7145606 26.51377, 67.6860753 26.5268082, 67.6613528 26.5093908, 67.6373185 26.4916331, 67.6332629 26.4837612, 67.6258745 26.4680656, 67.6198776 26.4581279, 67.6145005 26.4401496, 67.6087816 26.4235533, 67.6052712 26.4115029, 67.6005602 26.3982225, 67.5895246 26.367368, 67.564753 26.3535218, 67.5227199 26.332914, 67.4968668 26.3189424, 67.4933599 26.318494, 67.4776918 26.2931357, 67.4707517 26.2823754, 67.4714974 26.2642244, 67.4808723 26.2495938, 67.4887242 26.2356054, 67.4854873 26.2277391, 67.4769712 26.2221395, 67.4820425 26.2156355, 67.4759291 26.2112574, 67.4773226 26.2046078, 67.468613 26.1985386))",JMS
